listing_id,price,make,segment,model_year,vehicle_age,mileage,transmission,fuel_type,engine_size,province,service_history,previous_owners,accident_history,warranty_months,seller_type,colour
SA00413,65000,Hyundai,Sedan,2014,12,145000,Automatic,Petrol,1.9,Gauteng,Full,3,No,0,Private,White
SA02229,113000,Toyota,Hatchback,2020,6,2500,Manual,Petrol,1.3,Gauteng,Partial,2,No,2,Private,Grey
SA01991,246500,Hyundai,Bakkie,2020,6,63500,Manual,Diesel,2.9,Western Cape,Full,2,No,2,Private,Grey
SA00206,165000,Volkswagen,SUV,2016,10,224500,Automatic,Diesel,2.5,Eastern Cape,Full,3,No,0,Private,Blue
SA00368,226500,Volkswagen,SUV,2022,4,50500,Automatic,Petrol,2.1,Limpopo,Partial,1,No,20,Private,White
SA01027,34000,Kia,SUV,2010,16,343000,Automatic,Petrol,2,Free State,Full,4,No,0,Private,Grey
SA01233,35500,Suzuki,Bakkie,2007,19,248500,Automatic,Diesel,2.5,KwaZulu-Natal,Full,5,No,0,Private,Silver
SA02298,130500,Renault,Sedan,2019,7,178000,Automatic,Petrol,2.3,Gauteng,Full,2,No,0,Dealership,Black
SA01704,106500,Nissan,Bakkie,2016,10,134000,Automatic,Diesel,2.2,KwaZulu-Natal,Full,4,No,0,Private,White
SA00504,665000,Audi,Luxury,2024,2,58500,Automatic,Petrol,2.4,KwaZulu-Natal,Full,1,No,55,Dealership,Silver
SA00709,182500,Isuzu,SUV,2017,9,182500,Automatic,Diesel,2,Western Cape,Full,3,No,0,Dealership,Red
SA00448,110000,Ford,Sedan,2016,10,107500,Manual,Petrol,2,Gauteng,Full,3,No,0,Private,Blue
SA02292,30000,Suzuki,Luxury,2008,18,350000,Automatic,Petrol,2.4,Western Cape,Full,4,No,0,Private,White
SA00113,97500,Toyota,Hatchback,2021,5,89500,Manual,Petrol,1.1,Mpumalanga,Full,1,No,19,Private,White
SA01015,37500,Renault,Hatchback,2014,12,350000,Manual,Petrol,1.4,Gauteng,Partial,3,No,0,Private,Black
SA01721,38000,Ford,Sedan,2009,17,276000,Manual,Petrol,1.8,Western Cape,Partial,5,No,0,Private,Silver
SA01725,96000,Volkswagen,Sedan,2018,8,137500,Automatic,Petrol,1.6,Gauteng,Full,2,No,0,Private,White
SA01933,22000,Suzuki,Sedan,2006,20,350000,Automatic,Petrol,1.4,Gauteng,Partial,4,Yes,0,Private,White
SA01531,106500,Kia,Bakkie,2016,10,181500,Automatic,Diesel,2.2,Gauteng,Full,4,No,0,Dealership,Blue
SA01138,44500,Isuzu,Hatchback,2009,17,124500,Manual,Petrol,1.4,Gauteng,Full,5,No,0,Dealership,Silver
SA02115,213500,Renault,Sedan,2021,5,73000,Manual,Petrol,1.7,Gauteng,Full,1,No,36,Dealership,Black
SA02269,189000,Isuzu,SUV,2018,8,186000,Manual,Petrol,2.4,Gauteng,Full,2,No,0,Private,White
SA02397,99500,Isuzu,Bakkie,2012,14,271000,Automatic,Petrol,2.2,North West,Full,3,No,0,Dealership,Black
SA01761,96500,Volkswagen,Sedan,2016,10,215000,Manual,Petrol,1.9,Western Cape,Full,2,No,0,Dealership,Black
SA01172,263000,Suzuki,Bakkie,2023,3,79000,Automatic,Diesel,2.1,Western Cape,Partial,3,No,36,Private,White
SA01758,28500,Nissan,Hatchback,2008,18,348500,Automatic,Petrol,1.2,Mpumalanga,Full,4,No,0,Dealership,White
SA01457,301000,Volkswagen,SUV,2022,4,67500,Automatic,Petrol,2.1,KwaZulu-Natal,Full,2,No,22,Private,Blue
SA02134,52000,Volkswagen,Hatchback,2015,11,80500,Manual,Petrol,1.7,KwaZulu-Natal,Full,4,No,0,Dealership,Silver
SA01238,345500,Mercedes-Benz,SUV,2022,4,2500,Automatic,Petrol,1.9,Gauteng,Full,3,No,18,Dealership,Blue
SA01046,103000,Toyota,Hatchback,2020,6,67000,Automatic,Petrol,1.6,Western Cape,Partial,2,No,1,Private,White
SA02038,205000,Renault,Sedan,2024,2,47000,Manual,Petrol,1.8,Mpumalanga,None,1,No,48,Dealership,Black
SA01211,119000,Toyota,Bakkie,2017,9,275500,Manual,Diesel,2.7,Eastern Cape,None,4,No,0,Private,Silver
SA00149,61000,Volkswagen,Sedan,2012,14,175500,Automatic,Petrol,1.8,Gauteng,Partial,4,No,0,Dealership,White
SA01670,254000,Kia,Bakkie,2020,6,186500,Manual,Diesel,3.3,Gauteng,Full,2,No,1,Dealership,White
SA02404,104500,Isuzu,Hatchback,2019,7,103500,Manual,Petrol,1.4,Western Cape,None,4,No,0,Dealership,Grey
SA01463,113000,Volkswagen,Sedan,2017,9,143500,Automatic,Petrol,1.8,Western Cape,Full,2,No,0,Dealership,Black
SA00107,182500,Toyota,Hatchback,2023,3,64500,Manual,Diesel,1.3,Gauteng,Full,2,No,38,Private,Silver
SA01306,105500,Hyundai,Hatchback,2021,5,65500,Manual,Petrol,1.2,North West,Full,2,No,17,Private,Silver
SA00868,178500,Renault,SUV,2022,4,97000,Automatic,Petrol,1.9,Gauteng,Full,2,No,19,Private,White
SA02334,193000,Renault,SUV,2020,6,97000,Automatic,Petrol,1.9,Eastern Cape,Partial,2,No,0,Private,White
SA00356,57500,Renault,Bakkie,2011,15,151500,Manual,Diesel,2.9,KwaZulu-Natal,None,3,No,0,Private,Silver
SA01412,113000,Toyota,SUV,2015,11,2500,Automatic,Petrol,2.3,Mpumalanga,Full,3,No,0,Private,Grey
SA02057,54500,Hyundai,Hatchback,2016,10,232500,Manual,Diesel,1.8,Gauteng,Full,3,No,0,Dealership,Silver
SA00395,55000,Kia,Hatchback,2013,13,179500,Automatic,Diesel,1.3,Western Cape,Partial,3,No,0,Private,Other
SA00031,88500,Toyota,Luxury,2015,11,214500,Automatic,Petrol,2.3,Gauteng,Full,3,Yes,0,Dealership,Silver
SA00656,114500,Ford,Sedan,2020,6,123500,Manual,Petrol,2,Free State,Full,2,No,8,Private,Silver
SA02176,267500,Renault,Bakkie,2024,2,43000,Manual,Petrol,2.8,Gauteng,Full,1,No,49,Dealership,White
SA00840,721000,BMW,Luxury,2023,3,107000,Automatic,Petrol,2.4,Mpumalanga,Full,1,No,43,Dealership,Black
SA00847,151500,Renault,SUV,2019,7,70000,Automatic,Petrol,2.2,Eastern Cape,Full,2,No,0,Dealership,Silver
SA00533,275500,Hyundai,SUV,2021,5,57000,Automatic,Petrol,2.4,Western Cape,Full,2,No,10,Private,White
SA00155,40000,Toyota,SUV,2007,19,238000,Automatic,Petrol,2.4,KwaZulu-Natal,Partial,4,No,0,Private,Silver
SA02209,82000,Mercedes-Benz,Bakkie,2010,16,174500,Automatic,Diesel,2.4,Eastern Cape,Partial,5,No,0,Private,Blue
SA00605,363000,BMW,Luxury,2021,5,40000,Automatic,Petrol,2,Mpumalanga,Full,2,No,17,Dealership,White
SA00940,495000,Audi,Luxury,2022,4,39000,Automatic,Petrol,2.4,Mpumalanga,Partial,2,No,31,Dealership,Black
SA00779,55000,Renault,Bakkie,2012,14,350000,Automatic,Diesel,2.4,Gauteng,None,3,Yes,0,Private,Blue
SA01182,48000,Kia,Sedan,2016,10,2500,Manual,Petrol,1.5,Mpumalanga,None,2,No,0,Private,Silver
SA01912,364000,Hyundai,SUV,2025,1,2500,Automatic,Diesel,2,Eastern Cape,Partial,2,No,55,Private,Silver
SA01872,213500,Renault,Sedan,2025,1,27000,Automatic,Diesel,1.8,Mpumalanga,Partial,1,No,50,Dealership,Black
SA00896,28500,Ford,Sedan,2008,18,350000,Manual,Petrol,1.9,Northern Cape,Full,4,No,0,Dealership,White
SA00849,633500,BMW,Luxury,2024,2,13500,Automatic,Petrol,3,Gauteng,Partial,2,No,48,Dealership,Silver
SA00683,82000,Ford,Hatchback,2018,8,196000,Automatic,Diesel,1.2,Eastern Cape,Full,2,No,0,Private,White
SA02278,85500,Kia,Sedan,2015,11,23000,Manual,Petrol,1.3,KwaZulu-Natal,Full,4,No,0,Private,Silver
SA02226,48500,Toyota,SUV,2010,16,268500,Automatic,Petrol,2.5,Limpopo,Full,4,No,0,Private,Blue
SA01966,45000,Hyundai,Hatchback,2014,12,327500,Manual,Petrol,1.2,Mpumalanga,Full,4,No,0,Dealership,Blue
SA00343,120000,Toyota,Luxury,2016,10,112500,Automatic,Petrol,2.5,Gauteng,Partial,3,Yes,0,Dealership,Grey
SA00056,481000,Mercedes-Benz,Luxury,2022,4,87500,Automatic,Petrol,2.5,Eastern Cape,Full,2,No,17,Dealership,Other
SA01938,143000,Suzuki,Luxury,2016,10,137500,Automatic,Petrol,2.6,Limpopo,Full,3,No,0,Dealership,White
SA00827,36500,Toyota,Hatchback,2010,16,350000,Automatic,Petrol,1.5,Western Cape,Partial,4,No,0,Private,Silver
SA01535,61000,Renault,SUV,2011,15,137500,Automatic,Diesel,2.2,Western Cape,Full,5,No,0,Dealership,White
SA01695,89000,Volkswagen,SUV,2011,15,216500,Automatic,Diesel,2.7,Western Cape,Full,4,No,0,Dealership,Black
SA00844,28000,Toyota,Hatchback,2011,15,198000,Automatic,Petrol,1.3,Limpopo,Partial,3,No,0,Dealership,Silver
SA00181,46500,Volkswagen,Luxury,2009,17,155500,Automatic,Petrol,2.2,Gauteng,Partial,4,No,0,Dealership,Silver
SA01762,222500,Volkswagen,SUV,2019,7,116000,Automatic,Petrol,2.6,Gauteng,Partial,2,Yes,0,Dealership,Blue
SA00804,110500,Kia,Hatchback,2022,4,97000,Manual,Petrol,1.5,Eastern Cape,Full,4,No,20,Dealership,Silver
SA01313,261500,Volkswagen,Bakkie,2021,5,45000,Manual,Petrol,2.2,Gauteng,Partial,3,No,20,Private,White
SA00402,57500,Suzuki,Hatchback,2015,11,206000,Manual,Petrol,1.1,Mpumalanga,Full,3,No,0,Dealership,Grey
SA00205,74500,Kia,Sedan,2018,8,126000,Manual,Petrol,1.6,Gauteng,Full,4,Yes,0,Private,Other
SA01880,72500,Toyota,Hatchback,2018,8,146500,Manual,Petrol,1.5,Gauteng,Partial,2,No,0,Dealership,Blue
SA00794,71000,Ford,Hatchback,2016,10,87000,Automatic,Petrol,1,Eastern Cape,Full,2,No,0,Dealership,Silver
SA02390,431500,Audi,SUV,2024,2,56000,Manual,Petrol,2,Northern Cape,Partial,1,No,44,Dealership,White
SA01605,55500,Toyota,Hatchback,2015,11,220000,Automatic,Petrol,1.3,KwaZulu-Natal,Full,3,No,0,Private,Blue
SA00854,24500,Volkswagen,Hatchback,2009,17,322500,Manual,Petrol,1.4,KwaZulu-Natal,Partial,4,No,0,Dealership,Black
SA00806,124500,Hyundai,SUV,2014,12,47500,Manual,Petrol,1.7,Gauteng,Full,3,No,0,Dealership,White
SA00910,77500,Ford,Hatchback,2019,7,69500,Automatic,Petrol,0.9,KwaZulu-Natal,Partial,3,No,0,Dealership,Red
SA01369,137000,Volkswagen,Sedan,2020,6,149000,Automatic,Diesel,1.7,Gauteng,Partial,3,No,0,Dealership,White
SA00924,86500,Kia,Hatchback,2019,7,100000,Manual,Petrol,2,Limpopo,Full,3,Yes,0,Dealership,Blue
SA00921,201000,Suzuki,SUV,2021,5,99000,Automatic,Diesel,1.9,Western Cape,Full,3,No,11,Dealership,Grey
SA00274,64000,Ford,SUV,2009,17,104500,Automatic,Petrol,2.5,Limpopo,Partial,4,No,0,Private,White
SA01161,100500,Nissan,Hatchback,2019,7,49500,Automatic,Petrol,1.7,Limpopo,Full,3,No,0,Dealership,White
SA02095,41500,Volkswagen,Hatchback,2012,14,190000,Manual,Petrol,1.3,Gauteng,Full,4,No,0,Private,Grey
SA00850,237500,Renault,Luxury,2018,8,17000,Automatic,Petrol,2.6,KwaZulu-Natal,Full,3,No,0,Dealership,White
SA01304,62000,Volkswagen,SUV,2010,16,350000,Automatic,Diesel,1.9,KwaZulu-Natal,Partial,3,No,0,Dealership,White
SA00223,81000,Toyota,SUV,2011,15,134000,Manual,Diesel,1.4,Western Cape,Full,3,No,0,Dealership,Grey
SA02279,95500,Toyota,Hatchback,2018,8,93500,Automatic,Petrol,1,KwaZulu-Natal,Full,3,No,0,Dealership,White
SA00390,41500,Ford,Sedan,2010,16,331500,Manual,Petrol,1.8,Gauteng,Partial,4,No,0,Dealership,White
SA01578,218500,Isuzu,SUV,2018,8,97000,Manual,Petrol,2.3,Gauteng,Full,3,No,0,Private,White
SA02295,136500,Nissan,SUV,2018,8,86500,Automatic,Petrol,2.2,Western Cape,Full,3,No,0,Private,Other
SA00008,202500,Volkswagen,SUV,2017,9,88500,Automatic,Diesel,2.7,Eastern Cape,Full,3,No,0,Private,Black
SA00290,131000,Suzuki,Sedan,2020,6,48500,Manual,Petrol,1.6,Western Cape,Partial,3,No,0,Dealership,White
SA00824,373500,Audi,Luxury,2021,5,78000,Manual,Petrol,2.7,Eastern Cape,Full,4,No,22,Dealership,Blue
SA00095,47000,Suzuki,SUV,2010,16,350000,Automatic,Petrol,2.2,Eastern Cape,Full,4,No,0,Dealership,Red
SA01492,36000,Ford,Hatchback,2014,12,263500,Manual,Petrol,0.9,Free State,None,3,Yes,0,Private,Grey
SA02013,205000,Nissan,SUV,2020,6,139500,Automatic,Diesel,2.5,Gauteng,Full,4,No,0,Dealership,Black
SA01642,79500,Nissan,Hatchback,2016,10,238500,Automatic,Diesel,1.2,Gauteng,Full,3,No,0,Private,White
SA00453,59000,Nissan,Hatchback,2016,10,227500,Manual,Petrol,1.5,Gauteng,Partial,2,Yes,0,Dealership,Silver
SA01292,56000,Toyota,Sedan,2013,13,155000,Automatic,Petrol,1.5,Gauteng,None,5,No,0,Dealership,Grey
SA02028,119000,Volkswagen,Sedan,2016,10,142000,Automatic,Petrol,1.7,KwaZulu-Natal,Full,2,No,0,Dealership,White
SA00029,217500,Volkswagen,Sedan,2020,6,35500,Manual,Petrol,1.9,Western Cape,Full,2,No,0,Private,White
SA01092,88500,Nissan,Hatchback,2018,8,12000,Manual,Petrol,1,Mpumalanga,Full,2,No,0,Private,White
SA00547,73500,Toyota,SUV,2015,11,350000,Automatic,Diesel,2.6,Eastern Cape,Partial,4,Yes,0,Dealership,Red
SA02346,101500,Volkswagen,Sedan,2016,10,172000,Automatic,Petrol,1.4,Western Cape,Full,3,No,0,Dealership,Silver
SA02273,122000,Mercedes-Benz,Luxury,2011,15,48500,Manual,Petrol,2.6,Eastern Cape,Full,3,No,0,Dealership,White
SA01693,54500,Nissan,SUV,2010,16,67500,Automatic,Petrol,2.2,Free State,Partial,3,No,0,Private,Black
SA02260,288000,Toyota,Bakkie,2023,3,33000,Automatic,Petrol,2.7,Gauteng,Partial,3,No,36,Private,Silver
SA00439,104500,Renault,Sedan,2016,10,36000,Automatic,Petrol,1.1,KwaZulu-Natal,Full,3,Yes,0,Private,White
SA02338,277000,Suzuki,Luxury,2021,5,198000,Automatic,Diesel,2.3,Gauteng,Full,2,No,19,Dealership,Grey
SA02282,108000,Isuzu,Sedan,2018,8,56500,Manual,Petrol,1.7,Limpopo,Partial,4,No,0,Private,Silver
SA00699,466000,Toyota,SUV,2024,2,7500,Manual,Diesel,2,KwaZulu-Natal,Full,1,No,47,Dealership,White
SA00963,338000,BMW,Luxury,2019,7,74500,Automatic,Petrol,3.2,Gauteng,Full,2,No,0,Private,Other
SA00812,62500,Kia,Hatchback,2013,13,113500,Manual,Petrol,1.5,Gauteng,Partial,4,No,0,Private,Blue
SA01995,146500,Suzuki,Hatchback,2024,2,26000,Automatic,Petrol,1.4,Gauteng,Full,2,No,52,Private,Grey
SA00330,124000,Hyundai,SUV,2015,11,178000,Automatic,Hybrid,2.3,Western Cape,Full,4,No,0,Dealership,Black
SA00705,41000,Hyundai,SUV,2010,16,350000,Automatic,Petrol,2.3,Gauteng,Partial,5,No,0,Private,White
SA02393,73000,Kia,Hatchback,2018,8,143500,Manual,Petrol,1.3,Gauteng,Full,2,No,0,Private,White
SA01274,60000,Suzuki,Hatchback,2014,12,73000,Manual,Petrol,1.3,Gauteng,Full,3,No,0,Dealership,Other
SA02365,30000,Volkswagen,Hatchback,2009,17,232500,Manual,Petrol,1.4,Free State,Full,4,No,0,Dealership,Silver
SA00055,95500,Kia,Hatchback,2019,7,62500,Manual,Diesel,1.5,Gauteng,Partial,4,No,0,Dealership,White
SA01484,207000,Nissan,Sedan,2022,4,87000,Automatic,Petrol,1.3,Northern Cape,Full,1,No,23,Dealership,Silver
SA01302,93000,Renault,Luxury,2012,14,156000,Automatic,Diesel,2.6,KwaZulu-Natal,Full,4,No,0,Dealership,Red
SA00751,164500,Toyota,Hatchback,2023,3,23000,Automatic,Petrol,1.3,Gauteng,Partial,1,No,33,Dealership,White
SA00346,94500,Toyota,Sedan,2019,7,282500,Manual,Petrol,1.8,Gauteng,Partial,3,Yes,0,Private,Silver
SA02047,218000,Volkswagen,Sedan,2021,5,55000,Automatic,Hybrid,1.8,Northern Cape,Full,1,No,13,Dealership,White
SA01067,79500,Toyota,Bakkie,2014,12,310500,Manual,Diesel,2.7,Western Cape,None,5,No,0,Private,Silver
SA00889,121000,Hyundai,Bakkie,2017,9,146500,Automatic,Diesel,1.9,Gauteng,Partial,3,No,0,Private,Black
SA02395,348000,Renault,Bakkie,2023,3,65500,Manual,Diesel,2.6,Mpumalanga,Full,1,No,19,Private,Grey
SA01356,28500,Mercedes-Benz,Luxury,2006,20,350000,Automatic,Petrol,2,Eastern Cape,Full,4,No,0,Dealership,Silver
SA01741,488000,Toyota,Luxury,2025,1,42500,Automatic,Petrol,2.4,KwaZulu-Natal,Full,1,No,53,Private,Silver
SA02386,132000,Volkswagen,SUV,2017,9,174000,Automatic,Diesel,1.8,Eastern Cape,None,4,No,0,Dealership,White
SA00110,252500,Toyota,Sedan,2024,2,80500,Manual,Petrol,1.7,North West,Full,1,No,60,Private,Other
SA01006,125500,Suzuki,Hatchback,2021,5,66000,Automatic,Petrol,1.1,Eastern Cape,Full,3,No,1,Dealership,Black
SA01181,678500,BMW,Luxury,2023,3,48000,Automatic,Petrol,2.8,KwaZulu-Natal,Partial,2,No,45,Dealership,Other
SA00653,65000,Toyota,Hatchback,2012,14,2500,Automatic,Petrol,1.7,Gauteng,Full,4,No,0,Dealership,Blue
SA01265,384500,Volkswagen,SUV,2024,2,18000,Manual,Diesel,2.5,Gauteng,Partial,1,No,53,Dealership,Grey
SA01112,56500,Toyota,Bakkie,2010,16,283500,Automatic,Petrol,2.9,Western Cape,Partial,3,No,0,Dealership,White
SA02066,64500,Ford,Sedan,2016,10,157500,Manual,Diesel,2.3,Mpumalanga,Partial,3,No,0,Private,Grey
SA02190,57000,Renault,SUV,2013,13,232500,Manual,Diesel,2.2,Limpopo,None,3,No,0,Private,Silver
SA00689,167500,Isuzu,Luxury,2018,8,224000,Automatic,Diesel,2.6,Free State,Full,3,No,0,Private,Silver
SA01146,55500,Ford,Hatchback,2017,9,184500,Automatic,Petrol,2.2,Gauteng,Partial,2,No,0,Private,Black
SA00034,153000,Nissan,Sedan,2020,6,114000,Automatic,Petrol,1.7,Mpumalanga,Full,3,No,11,Dealership,Black
SA02168,71000,Hyundai,Hatchback,2019,7,66000,Manual,Petrol,1.5,Gauteng,None,3,No,0,Dealership,Black
SA00415,204500,Ford,SUV,2022,4,68000,Manual,Petrol,2.6,Western Cape,None,4,No,6,Dealership,Black
SA00514,122000,Kia,Hatchback,2021,5,21000,Manual,Petrol,1.8,KwaZulu-Natal,Full,2,No,3,Dealership,Black
SA02076,190500,Nissan,SUV,2019,7,31000,Automatic,Petrol,2.5,Gauteng,Full,3,No,0,Private,Black
SA02307,145500,Renault,Sedan,2022,4,128000,Automatic,Petrol,1.6,North West,Full,2,No,23,Private,White
SA00025,82000,Ford,SUV,2013,13,170000,Automatic,Petrol,2,KwaZulu-Natal,Full,3,No,0,Private,Black
SA01004,534500,BMW,SUV,2025,1,2500,Automatic,Diesel,2.1,Western Cape,Partial,2,No,59,Dealership,Red
SA00947,334500,Isuzu,Bakkie,2023,3,28500,Manual,Diesel,2,Gauteng,Full,3,No,38,Dealership,Grey
SA00658,150500,Ford,Bakkie,2015,11,234000,Automatic,Diesel,2.2,Free State,Partial,4,No,0,Dealership,Silver
SA02402,166000,Mercedes-Benz,Luxury,2016,10,180000,Automatic,Petrol,2.7,Limpopo,Partial,3,Yes,0,Private,Silver
SA02064,520500,Audi,SUV,2023,3,105000,Automatic,Hybrid,2.2,Mpumalanga,Full,2,No,36,Dealership,Other
SA02264,64000,Kia,SUV,2010,16,25500,Automatic,Petrol,2.4,North West,None,4,No,0,Private,Blue
SA00060,354000,Volkswagen,SUV,2025,1,8000,Automatic,Petrol,2.2,Gauteng,Partial,3,No,60,Private,Blue
SA00813,174000,Isuzu,Hatchback,2021,5,14500,Manual,Petrol,1.3,Western Cape,Full,3,No,20,Dealership,Grey
SA00752,420500,Toyota,SUV,2024,2,28000,Automatic,Petrol,2.1,Gauteng,Full,1,No,44,Dealership,White
SA02244,144000,Kia,Sedan,2021,5,53000,Manual,Petrol,1.9,Eastern Cape,Full,2,No,16,Dealership,White
SA00952,124500,Kia,Hatchback,2020,6,115000,Automatic,Diesel,1.2,Gauteng,Full,2,No,1,Private,Black
SA00525,53000,Volkswagen,Hatchback,2017,9,201500,Automatic,Petrol,1.8,Limpopo,Full,2,No,0,Private,Silver
SA01679,145500,Ford,SUV,2017,9,144500,Automatic,Diesel,2.6,Western Cape,Partial,2,Yes,0,Dealership,Black
SA02034,40000,Hyundai,Bakkie,2006,20,350000,Manual,Diesel,3.2,Eastern Cape,Full,4,Yes,0,Dealership,Red
SA01427,85000,Kia,Luxury,2013,13,175500,Automatic,Petrol,2.7,KwaZulu-Natal,Full,3,No,0,Dealership,Grey
SA00038,44500,Ford,Sedan,2013,13,182500,Automatic,Petrol,1.7,Limpopo,Full,5,No,0,Dealership,Black
SA02181,187000,Ford,Bakkie,2021,5,180500,Manual,Diesel,2.3,North West,None,4,Yes,13,Private,Black
SA00124,33000,Hyundai,SUV,2007,19,220500,Manual,Hybrid,2.2,Northern Cape,Full,5,Yes,0,Private,Black
SA00830,58000,Toyota,Hatchback,2010,16,94500,Manual,Diesel,1.6,Western Cape,Full,4,No,0,Dealership,Red
SA01030,99000,Renault,Sedan,2016,10,87500,Automatic,Petrol,1.5,Gauteng,Full,3,No,0,Dealership,Silver
SA01399,161000,Hyundai,Hatchback,2022,4,30500,Automatic,Petrol,1.1,KwaZulu-Natal,Full,3,No,23,Dealership,Red
SA02001,87500,Toyota,SUV,2012,14,259000,Automatic,Diesel,2.3,Western Cape,Full,4,No,0,Private,Grey
SA01223,265500,Toyota,SUV,2022,4,105500,Automatic,Diesel,1.9,Gauteng,Full,3,No,18,Private,Silver
SA01066,142000,Audi,Luxury,2013,13,198500,Automatic,Diesel,2.7,KwaZulu-Natal,Full,4,No,0,Private,White
SA02120,358500,Mercedes-Benz,Sedan,2023,3,22500,Automatic,Petrol,2,Western Cape,Full,1,No,26,Dealership,Grey
SA01615,343500,BMW,Sedan,2023,3,2500,Manual,Petrol,1.6,Western Cape,Full,2,No,40,Dealership,Black
SA01099,471500,Kia,Luxury,2023,3,28000,Automatic,Petrol,2.8,Gauteng,Partial,2,No,37,Private,Other
SA01237,27000,Toyota,Hatchback,2009,17,178500,Automatic,Petrol,1.3,Gauteng,Full,4,Yes,0,Dealership,White
SA00841,506000,BMW,SUV,2023,3,42000,Automatic,Diesel,1.9,Gauteng,Full,1,No,31,Dealership,Silver
SA01074,97000,Ford,SUV,2013,13,170000,Automatic,Petrol,2.2,Western Cape,Partial,3,No,0,Private,White
SA02016,127500,Ford,Luxury,2015,11,129000,Automatic,Petrol,2.2,Gauteng,Full,3,No,0,Dealership,White
SA00564,44500,Volkswagen,Hatchback,2013,13,164500,Manual,Petrol,1.3,Western Cape,Full,3,No,0,Dealership,Silver
SA01780,170500,Toyota,SUV,2018,8,15000,Automatic,Petrol,2.9,Gauteng,Full,3,No,0,Private,Black
SA01147,243000,Kia,SUV,2023,3,70000,Automatic,Diesel,2.1,Gauteng,Full,1,No,22,Dealership,Blue
SA00354,104500,Kia,Sedan,2019,7,78000,Manual,Diesel,1.7,Western Cape,Partial,4,No,0,Dealership,Silver
SA01383,164000,Kia,Sedan,2021,5,54500,Manual,Petrol,1.6,Gauteng,Partial,1,No,13,Private,Silver
SA02048,301500,Kia,Luxury,2022,4,70500,Manual,Petrol,3,Western Cape,Full,2,Yes,31,Dealership,Black
SA01064,147000,Nissan,SUV,2018,8,137000,Manual,Diesel,2.1,Limpopo,Full,4,No,0,Private,Other
SA02323,141500,Toyota,Bakkie,2014,12,205000,Automatic,Diesel,2.7,Western Cape,Full,3,No,0,Private,White
SA00701,84500,Suzuki,Sedan,2016,10,166500,Automatic,Petrol,1.6,Mpumalanga,Full,3,No,0,Dealership,Silver
SA00722,308500,Kia,Bakkie,2023,3,97000,Automatic,Diesel,3,Gauteng,Full,2,No,54,Private,Silver
SA00273,69500,Renault,Hatchback,2018,8,295000,Manual,Petrol,1.5,Western Cape,Full,4,No,0,Dealership,Grey
SA02065,64000,Volkswagen,Sedan,2012,14,231500,Manual,Petrol,2,KwaZulu-Natal,Full,4,No,0,Dealership,White
SA01988,58500,Mercedes-Benz,Hatchback,2011,15,226500,Automatic,Diesel,1.7,Gauteng,Full,4,No,0,Dealership,Red
SA00725,87500,Ford,Sedan,2016,10,174000,Manual,Petrol,1.9,Gauteng,None,3,No,0,Dealership,Grey
SA02270,361000,Isuzu,Luxury,2021,5,97500,Automatic,Petrol,3,Gauteng,Full,2,No,4,Dealership,Grey
SA01316,112000,Volkswagen,Hatchback,2020,6,82500,Manual,Petrol,0.9,Free State,Full,3,No,5,Dealership,Black
SA02392,433000,Ford,Luxury,2024,2,2500,Automatic,Petrol,2.7,Gauteng,Full,1,No,50,Private,White
SA00436,85500,Ford,Bakkie,2011,15,246500,Manual,Petrol,2.6,KwaZulu-Natal,Full,3,No,0,Private,White
SA00277,79500,Volkswagen,Sedan,2014,12,144500,Automatic,Petrol,2.1,Western Cape,None,4,No,0,Dealership,Grey
SA01034,188500,Isuzu,SUV,2019,7,57500,Automatic,Diesel,1.8,Gauteng,Partial,2,No,0,Dealership,Silver
SA00325,165000,Mercedes-Benz,Bakkie,2015,11,261000,Manual,Diesel,2.4,Gauteng,Full,3,No,0,Private,Red
SA01049,157500,Toyota,Hatchback,2022,4,62000,Manual,Petrol,1.1,KwaZulu-Natal,Full,3,No,27,Dealership,Silver
SA01387,200000,Volkswagen,Sedan,2023,3,84500,Manual,Petrol,1.4,Western Cape,Full,1,No,38,Private,Black
SA01262,63000,Hyundai,Sedan,2013,13,148500,Automatic,Petrol,1.7,Gauteng,Full,3,No,0,Dealership,White
SA00746,154500,Toyota,SUV,2019,7,21000,Manual,Diesel,2,Gauteng,Full,2,No,0,Dealership,White
SA01321,46000,Hyundai,SUV,2010,16,196500,Automatic,Diesel,2.2,Gauteng,Full,3,Yes,0,Private,Silver
SA02093,323500,Kia,Bakkie,2024,2,49000,Manual,Diesel,2.2,Gauteng,Full,2,No,45,Dealership,White
SA01445,42000,Toyota,Sedan,2007,19,124000,Manual,Petrol,1.8,Free State,Full,4,No,0,Private,White
SA01590,159500,Volkswagen,SUV,2019,7,32500,Automatic,Petrol,2.7,Western Cape,Partial,2,Yes,0,Dealership,White
SA01964,90500,Renault,SUV,2015,11,216500,Automatic,Petrol,2.3,Gauteng,Full,3,No,0,Dealership,Silver
SA02320,88500,Hyundai,Luxury,2013,13,350000,Automatic,Diesel,2.9,Eastern Cape,Partial,5,No,0,Private,Grey
SA01153,599500,Volkswagen,Luxury,2025,1,30000,Automatic,Petrol,2.2,Western Cape,Full,1,No,60,Private,Black
SA01426,81500,Renault,Bakkie,2015,11,146500,Automatic,Petrol,2.5,Gauteng,Partial,5,No,0,Private,Grey
